year,0,28,100,183,186,229,237,263,311,327
2016,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0.0,0.13881132828081372,0.013562026326286399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.04084934277047523,0.11466127401415571,0.024064711830131445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,0.024130508666591142,0.08825195423133568,0.0,0.06378157924549677,0.08315395944261923,0.0,0.0,0.0,0.0,0.0
2020,0.13819941102229702,0.08824148085822466,0.004522507362221287,0.0356541859486748,0.08308792595708876,0.02913336137989062,0.002839713925115692,0.0,0.0,0.0
2021,0.00701530612244898,0.04579081632653061,0.013265306122448979,0.023341836734693876,0.03316326530612245,0.11364795918367347,0.003826530612244898,0.036224489795918365,0.0,0.0
2022,0.038474930362116994,0.03508008356545961,0.051096796657381614,0.049965181058495824,0.0,0.07364206128133705,0.04274025069637883,0.05884401114206128,0.08565459610027855,0.03281685236768802
2023,0.027005130974885227,0.20019803762714916,0.132235124673688,0.006121163020973985,0.0,0.0,0.09217751372760824,0.03834728598433702,0.05392024484652084,0.077414708794671
2024,0.09092930191196087,0.1594041796353935,0.011227212094264118,0.017785682525566917,0.0,0.011560693641618497,0.08492663405958203,0.04201867496665185,0.0,0.05713650511338372
